time_key,location_key,service_key,customer_key,serviceRevenue,serviceCount
202407,176,SVC023,CUST02732,449223,1
202407,176,SVC016,CUST03774,295972,2
202407,179,SVC018,CUST02119,466978,1
202407,179,SVC018,CUST00459,913690,2
202407,179,SVC015,CUST03571,506982,2
202407,179,SVC015,CUST03445,212182,1
202407,179,SVC012,CUST02202,122387,1
202407,179,SVC011,CUST03910,981272,1
202407,179,SVC007,CUST00168,111394,1
202407,179,SVC006,CUST03287,1497351,3
202407,178,SVC025,CUST01480,399834,2
202407,178,SVC013,CUST02207,811735,1
202407,178,SVC001,CUST01455,1610668,4
202407,177,SVC025,CUST04841,649402,2
202407,177,SVC025,CUST04033,828720,2
202407,177,SVC023,CUST03962,145170,1
202407,177,SVC022,CUST04581,505922,2
202407,177,SVC022,CUST01276,811848,4
202407,181,SVC019,CUST01681,1953076,4
202407,181,SVC015,CUST04680,414900,3
202407,181,SVC010,CUST00316,495564,4
202407,181,SVC006,CUST00737,603050,2
202407,181,SVC002,CUST00864,585934,2
202407,180,SVC025,CUST03021,526216,2
202407,180,SVC025,CUST01602,845676,4
202407,180,SVC024,CUST00179,368650,2
202407,180,SVC022,CUST02236,127988,1
202407,180,SVC022,CUST01942,350475,1
202407,180,SVC016,CUST03800,430727,1
202407,180,SVC015,CUST04591,332262,1
202407,180,SVC014,CUST01556,848346,2
202407,180,SVC006,CUST03818,268420,2
202407,180,SVC002,CUST00421,919390,2
202407,179,SVC021,CUST02191,1260760,4
202407,184,SVC003,CUST02542,640622,2
202407,184,SVC001,CUST02255,234886,1
202407,183,SVC021,CUST03744,1138683,3
202407,183,SVC021,CUST01065,909378,2
202407,183,SVC019,CUST02482,1815664,4
202407,183,SVC018,CUST04720,151018,1
202407,183,SVC006,CUST03634,509859,3
202407,183,SVC004,CUST02278,192840,1
202407,182,SVC022,CUST04795,313314,2
202407,182,SVC017,CUST04113,758316,2
202407,182,SVC016,CUST03746,413325,3
202407,182,SVC015,CUST04906,917812,2
202407,182,SVC007,CUST04511,318750,3
202407,182,SVC007,CUST03017,511188,4
202407,181,SVC023,CUST01804,1036712,4
202407,181,SVC023,CUST00365,540468,3
202407,185,SVC021,CUST04013,494578,2
202407,185,SVC015,CUST02968,213784,1
202407,185,SVC013,CUST00533,2942234,2
202407,185,SVC012,CUST03313,2992606,2
202407,185,SVC007,CUST01113,503820,4
202407,185,SVC006,CUST00713,1195935,3
202407,185,SVC001,CUST02202,1404308,4
202407,185,SVC001,CUST02181,279854,2
202407,184,SVC025,CUST03788,844774,2
202407,184,SVC025,CUST00312,1324431,3
202407,184,SVC022,CUST01630,931821,3
202407,184,SVC020,CUST00149,1274970,3
202407,184,SVC016,CUST02293,954398,2
202407,184,SVC013,CUST04549,2660865,3
202407,184,SVC013,CUST01638,1399192,1
202407,184,SVC008,CUST04042,141707,1
202407,187,SVC006,CUST00916,587820,3
202407,187,SVC005,CUST03105,477342,1
202407,187,SVC004,CUST03826,678693,3
202407,186,SVC024,CUST00392,750204,3
202407,186,SVC023,CUST00212,370728,2
202407,186,SVC022,CUST03158,937994,2
202407,186,SVC017,CUST00710,482960,1
202407,186,SVC013,CUST04340,1202940,2
202407,186,SVC013,CUST03807,2671484,4
202407,186,SVC010,CUST03461,844994,2
202407,186,SVC009,CUST03243,964660,4
202407,186,SVC009,CUST02093,300110,2
202407,186,SVC006,CUST04181,770103,3
202407,186,SVC004,CUST01913,168939,1
202407,186,SVC004,CUST00764,716770,2
202407,185,SVC025,CUST03271,755236,2
202407,189,SVC023,CUST03971,610806,2
202407,189,SVC022,CUST02670,1015980,3
202407,189,SVC021,CUST03126,656300,2
202407,189,SVC013,CUST00032,375324,1
202407,189,SVC005,CUST04301,868944,3
202407,189,SVC005,CUST03788,922990,2
202407,189,SVC002,CUST04303,146324,1
202407,188,SVC025,CUST04296,232382,2
202407,188,SVC019,CUST02551,870634,2
202407,188,SVC019,CUST02527,274355,1
202407,188,SVC012,CUST04156,6342980,4
202407,188,SVC001,CUST01772,498044,1
202407,187,SVC024,CUST00622,1998272,4
202407,187,SVC021,CUST03383,266276,2
202407,187,SVC017,CUST01266,1372923,3
202407,187,SVC015,CUST00333,1703232,4
202407,191,SVC019,CUST00672,476974,2
202407,191,SVC017,CUST03562,877918,2
202407,191,SVC016,CUST00160,531726,2
202407,191,SVC013,CUST04772,4164435,3
202407,191,SVC012,CUST03706,3271684,2
202407,191,SVC002,CUST00990,963620,2
202407,190,SVC025,CUST01129,906672,2
202407,190,SVC023,CUST04293,920934,2
202407,190,SVC021,CUST04953,623366,2
202407,190,SVC018,CUST01851,308726,1
202407,190,SVC014,CUST02811,984112,2
202407,190,SVC007,CUST02868,225321,1
202407,190,SVC007,CUST00462,766803,3
202407,190,SVC006,CUST01876,1817652,4
202407,190,SVC003,CUST03622,858072,4
202407,189,SVC025,CUST04288,362757,3
202407,193,SVC005,CUST01377,151900,1
202407,193,SVC002,CUST04333,1190692,4
202407,193,SVC001,CUST02739,1308952,4
202407,192,SVC025,CUST03179,1017663,3
202407,192,SVC021,CUST01971,305055,1
202407,192,SVC015,CUST01324,800674,2
202407,192,SVC010,CUST04061,239459,1
202407,192,SVC006,CUST00604,439162,1
202407,192,SVC004,CUST01131,217025,1
202407,192,SVC003,CUST01703,999909,3
202407,192,SVC002,CUST02861,364870,1
202407,192,SVC002,CUST00827,369491,1
202407,191,SVC024,CUST04194,457231,1
202407,191,SVC024,CUST01679,948146,2
202407,191,SVC023,CUST01463,507016,2
202407,191,SVC020,CUST00788,636374,2
202407,195,SVC011,CUST04565,1815723,3
202407,195,SVC009,CUST02030,256052,1
202407,195,SVC003,CUST02125,410434,2
202407,194,SVC024,CUST00885,504819,3
202407,194,SVC014,CUST02803,560337,3
202407,194,SVC013,CUST04831,1017423,3
202407,194,SVC011,CUST03449,4193310,3
202407,194,SVC007,CUST04217,306323,1
202407,194,SVC007,CUST04112,234905,1
202407,194,SVC005,CUST03706,514448,2
202407,194,SVC004,CUST00835,395426,2
202407,194,SVC003,CUST02562,463100,1
202407,193,SVC023,CUST02535,1486437,3
202407,193,SVC015,CUST00885,807252,4
202407,193,SVC015,CUST00184,756123,3
202407,193,SVC012,CUST00851,1438218,2
202407,198,SVC003,CUST02973,165975,1
202407,198,SVC002,CUST00873,491811,1
202407,197,SVC025,CUST00128,833476,2
202407,197,SVC018,CUST03923,1131045,3
202407,197,SVC016,CUST03099,411533,1
202407,197,SVC008,CUST02778,417900,3
202407,197,SVC004,CUST01877,395466,1
202407,196,SVC022,CUST03647,659475,3
202407,196,SVC018,CUST03615,1076916,3
202407,196,SVC015,CUST04544,853479,3
202407,196,SVC003,CUST03346,644686,2
202407,195,SVC025,CUST01296,1174788,4
202407,195,SVC023,CUST00513,871728,3
202407,195,SVC021,CUST04376,737972,2
202407,195,SVC018,CUST02569,1394628,4
202407,195,SVC011,CUST04805,4817229,3
202407,200,SVC023,CUST02031,824794,2
202407,200,SVC018,CUST03411,170627,1
202407,200,SVC011,CUST02006,960967,1
202407,200,SVC009,CUST00758,791666,2
202407,199,SVC025,CUST03167,1563024,4
202407,199,SVC023,CUST03264,268704,1
202407,199,SVC019,CUST03084,293577,1
202407,199,SVC019,CUST02530,334794,2
202407,199,SVC016,CUST04280,207456,2
202407,199,SVC011,CUST04559,2418072,2
202407,199,SVC011,CUST02838,3179452,2
202407,198,SVC022,CUST02444,1701088,4
202407,198,SVC019,CUST00402,292356,2
202407,198,SVC018,CUST02585,411555,3
202407,198,SVC015,CUST02112,107298,1
202407,198,SVC009,CUST04200,471151,1
202407,202,SVC019,CUST03512,1452168,4
202407,202,SVC019,CUST02355,397614,3
202407,202,SVC013,CUST00492,5784369,3
202407,202,SVC013,CUST00489,620667,1
202407,202,SVC012,CUST01642,1587494,2
202407,202,SVC012,CUST00528,3434588,4
202407,202,SVC009,CUST04567,412410,1
202407,202,SVC005,CUST04452,184925,1
202407,202,SVC004,CUST03017,776100,4
202407,202,SVC003,CUST04388,359528,2
202407,201,SVC025,CUST02550,496482,2
202407,201,SVC020,CUST01608,260782,2
202407,201,SVC015,CUST01528,377106,2
202407,201,SVC008,CUST01813,114368,1
202407,201,SVC003,CUST00999,564010,2
202407,201,SVC002,CUST00807,396312,3
202407,204,SVC011,CUST04924,170686,1
202407,204,SVC009,CUST03637,1119885,3
202407,204,SVC009,CUST02972,792609,3
202407,204,SVC008,CUST01610,800448,4
202407,204,SVC005,CUST00686,398493,1
202407,204,SVC004,CUST01917,803814,2
202407,204,SVC003,CUST02727,333184,2
202407,204,SVC001,CUST02332,798232,2
202407,203,SVC025,CUST01413,399968,2
202407,203,SVC017,CUST00037,312035,1
202407,203,SVC016,CUST04084,447669,1
202407,203,SVC016,CUST01060,473108,1
202407,203,SVC013,CUST03001,3259960,4
202407,203,SVC008,CUST02769,1413189,3
202407,203,SVC007,CUST00831,490362,1
202407,203,SVC006,CUST02559,270065,1
202407,206,SVC003,CUST01339,620834,2
202407,206,SVC003,CUST00550,692240,2
202407,205,SVC025,CUST04954,1706460,4
202407,205,SVC021,CUST04856,672654,2
202407,205,SVC020,CUST04758,629080,2
202407,205,SVC018,CUST03571,362092,1
202407,205,SVC017,CUST03961,1234284,3
202407,205,SVC011,CUST04932,544284,1
202407,205,SVC010,CUST01268,123975,1
202407,205,SVC005,CUST02611,956106,3
202407,204,SVC024,CUST00471,316568,1
202407,204,SVC022,CUST00899,564676,2
202407,204,SVC018,CUST02275,466174,1
202407,204,SVC016,CUST04524,1281297,3
202407,204,SVC014,CUST03748,206790,2
202407,204,SVC013,CUST04167,1666458,2
202407,207,SVC019,CUST04804,485212,4
202407,207,SVC014,CUST04403,505616,4
202407,207,SVC013,CUST03270,831580,2
202407,207,SVC010,CUST02918,973708,4
202407,207,SVC009,CUST03202,215539,1
202407,207,SVC008,CUST02181,500116,4
202407,207,SVC007,CUST02805,319761,1
202407,207,SVC006,CUST00206,338658,2
202407,207,SVC004,CUST03202,919060,4
202407,206,SVC021,CUST02053,480463,1
202407,206,SVC021,CUST00025,744744,3
202407,206,SVC017,CUST04266,248236,1
202407,206,SVC015,CUST02740,784476,4
202407,206,SVC014,CUST03664,160660,1
202407,206,SVC008,CUST00095,436426,2
202407,206,SVC006,CUST00541,472393,1
202407,209,SVC018,CUST03130,554946,2
202407,209,SVC016,CUST01211,576884,2
202407,209,SVC014,CUST03093,414369,1
202407,209,SVC014,CUST00188,213706,1
202407,209,SVC012,CUST04617,2610140,2
202407,209,SVC009,CUST00794,850686,3
202407,209,SVC006,CUST04390,875000,2
202407,209,SVC005,CUST03204,634906,2
202407,208,SVC022,CUST00835,251948,1
202407,208,SVC015,CUST02135,224006,1
202407,208,SVC014,CUST03025,201991,1
202407,208,SVC013,CUST02595,602990,1
202407,208,SVC011,CUST00838,2550404,2
202407,208,SVC009,CUST03443,625194,3
202407,207,SVC022,CUST04854,260170,2
202407,207,SVC022,CUST03839,975184,2
202407,212,SVC001,CUST01944,300654,1
202407,211,SVC021,CUST04096,667484,4
202407,211,SVC019,CUST01524,473990,1
202407,211,SVC010,CUST00926,165815,1
202407,211,SVC009,CUST04530,669003,3
202407,210,SVC025,CUST01986,154777,1
202407,210,SVC020,CUST01271,201149,1
202407,210,SVC018,CUST01780,611484,3
202407,210,SVC018,CUST00338,283852,2
202407,210,SVC012,CUST03196,1187079,3
202407,210,SVC011,CUST03699,1167154,1
202407,210,SVC007,CUST00708,441148,4
202407,210,SVC003,CUST00836,811854,3
202407,210,SVC002,CUST02399,469076,1
202407,209,SVC024,CUST01516,215895,1
202407,209,SVC018,CUST03186,997570,2
202407,213,SVC024,CUST00122,115820,1
202407,213,SVC022,CUST01508,359799,1
202407,213,SVC020,CUST00919,1978248,4
202407,213,SVC015,CUST03787,644380,2
202407,213,SVC010,CUST01019,545086,2
202407,213,SVC004,CUST04660,165012,1
202407,213,SVC001,CUST03938,1342776,3
202407,212,SVC025,CUST04394,377680,2
202407,212,SVC024,CUST01762,904806,2
202407,212,SVC022,CUST04530,249382,1
202407,212,SVC013,CUST03961,4111716,4
202407,212,SVC013,CUST01471,2084462,2
202407,212,SVC012,CUST01098,1049652,2
202407,212,SVC004,CUST04852,1626072,4
202407,212,SVC004,CUST04520,1295370,3
202407,212,SVC001,CUST04814,1382826,3
202407,215,SVC020,CUST02030,141230,1
202407,215,SVC018,CUST00316,1054396,4
202407,215,SVC016,CUST03747,150587,1
202407,215,SVC014,CUST02706,590840,2
202407,215,SVC005,CUST00242,597122,2
202407,214,SVC021,CUST02787,259630,1
202407,214,SVC014,CUST04885,902280,3
202407,214,SVC014,CUST02462,610342,2
202407,214,SVC013,CUST01724,1815266,2
202407,214,SVC008,CUST04515,370124,1
202407,214,SVC006,CUST04991,778869,3
202407,214,SVC006,CUST02788,279868,2
202407,214,SVC005,CUST01422,878733,3
202407,214,SVC002,CUST03644,939930,2
202407,214,SVC002,CUST02870,1111032,3
202407,214,SVC001,CUST01310,380984,1
202407,217,SVC009,CUST04198,437588,2
202407,217,SVC009,CUST03973,245000,2
202407,217,SVC006,CUST00557,408877,1
202407,217,SVC004,CUST00354,579358,2
202407,216,SVC023,CUST03001,1462101,3
202407,216,SVC023,CUST02990,221130,1
202407,216,SVC020,CUST04477,485357,1
202407,216,SVC015,CUST03332,336576,2
202407,216,SVC010,CUST02225,454406,1
202407,216,SVC010,CUST01193,737596,4
202407,216,SVC007,CUST04551,311675,1
202407,216,SVC005,CUST04025,708120,2
202407,216,SVC001,CUST04690,685772,4
202407,215,SVC024,CUST01135,266514,2
202407,215,SVC022,CUST04944,310206,3
202407,215,SVC022,CUST01377,148772,1
202407,219,SVC025,CUST04792,420542,1
202407,219,SVC023,CUST03017,296690,1
202407,219,SVC020,CUST01439,197332,1
202407,219,SVC014,CUST04047,268195,1
202407,219,SVC013,CUST02842,2970952,4
202407,219,SVC011,CUST00676,2316912,2
202407,219,SVC004,CUST02251,856395,3
202407,218,SVC012,CUST03890,668934,1
202407,218,SVC009,CUST04061,441362,1
202407,218,SVC005,CUST02045,1279592,4
202407,218,SVC004,CUST02605,1199535,3
202407,217,SVC019,CUST04252,235096,1
202407,217,SVC019,CUST01527,601172,2
202407,217,SVC016,CUST04623,382662,3
202407,217,SVC014,CUST01956,224168,2
202407,217,SVC014,CUST01052,876612,2
202407,222,SVC016,CUST00865,818936,4
202407,222,SVC011,CUST04295,2750586,2
202407,222,SVC009,CUST02947,242352,1
202407,221,SVC021,CUST02439,661094,2
202407,221,SVC013,CUST02103,1457018,1
202407,221,SVC011,CUST01062,564318,2
202407,221,SVC010,CUST03011,325558,1
202407,221,SVC007,CUST04985,296830,1
202407,221,SVC007,CUST00293,540646,2
202407,220,SVC025,CUST00389,236763,1
202407,220,SVC020,CUST00675,820020,2
202407,220,SVC018,CUST03406,751544,4
202407,220,SVC016,CUST01518,957858,3
202407,220,SVC008,CUST02015,204450,2
202407,220,SVC006,CUST02115,660231,3
202407,220,SVC002,CUST03977,378678,2
202407,225,SVC011,CUST03872,716871,3
202407,225,SVC009,CUST03850,189551,1
202407,225,SVC001,CUST04218,973330,2
202407,225,SVC001,CUST03280,516652,2
202407,224,SVC024,CUST04411,974112,2
202407,224,SVC024,CUST04059,904215,3
202407,224,SVC019,CUST03662,289572,2
202407,224,SVC008,CUST02966,951414,2
202407,224,SVC005,CUST01129,418563,1
202407,224,SVC001,CUST00661,672102,2
202407,223,SVC025,CUST01952,132149,1
202407,223,SVC022,CUST04650,378907,1
202407,223,SVC011,CUST02683,556953,3
202407,223,SVC009,CUST02632,344554,2
202407,223,SVC004,CUST04362,464748,1
202407,222,SVC019,CUST01662,1461960,3
202407,227,SVC012,CUST01730,226804,1
202407,227,SVC011,CUST02451,2897792,2
202407,227,SVC011,CUST01964,5533044,3
202407,227,SVC007,CUST04301,969408,2
202407,227,SVC007,CUST03403,767724,2
202407,227,SVC006,CUST01329,1072158,3
202407,226,SVC024,CUST03717,1228317,3
202407,226,SVC023,CUST03413,244109,1
202407,226,SVC023,CUST02101,276697,1
202407,226,SVC022,CUST00387,346819,1
202407,226,SVC013,CUST00254,292970,2
202407,226,SVC005,CUST03826,167558,1
202407,226,SVC004,CUST02996,956760,3
202407,225,SVC025,CUST04435,361985,1
202407,225,SVC023,CUST03563,280217,1
202407,225,SVC019,CUST01333,298850,2
202407,230,SVC008,CUST03236,414448,2
202407,230,SVC006,CUST04758,750888,3
202407,230,SVC002,CUST03963,609693,3
202407,229,SVC020,CUST04697,309450,1
202407,229,SVC016,CUST02761,116792,1
202407,229,SVC009,CUST01655,670278,2
202407,229,SVC007,CUST01609,224958,1
202407,229,SVC001,CUST04928,363808,2
202407,228,SVC018,CUST04115,465125,1
202407,228,SVC017,CUST02984,360424,1
202407,228,SVC014,CUST04831,178926,1
202407,228,SVC014,CUST04093,826658,2
202407,228,SVC009,CUST02083,1115238,3
202407,228,SVC002,CUST00243,679665,3
202407,228,SVC001,CUST04168,732354,3
202407,228,SVC001,CUST03420,956708,4
202407,232,SVC017,CUST02753,926670,2
202407,232,SVC013,CUST04788,484122,1
202407,232,SVC008,CUST04936,207424,2
202407,232,SVC008,CUST02596,283606,1
202407,232,SVC006,CUST00401,595500,3
202407,231,SVC024,CUST02894,106711,1
202407,231,SVC021,CUST01300,356352,2
202407,231,SVC019,CUST04418,207771,1
202407,231,SVC015,CUST03182,629046,2
202407,231,SVC006,CUST01140,415601,1
202407,231,SVC001,CUST01344,277347,1
202407,230,SVC020,CUST04862,1342020,3
202407,230,SVC017,CUST01378,359878,1
202407,230,SVC017,CUST00787,935250,2
202407,230,SVC013,CUST00620,5098833,3
202407,230,SVC013,CUST00575,1790308,2
202407,235,SVC001,CUST00289,477605,1
202407,234,SVC023,CUST04688,207650,1
202407,234,SVC023,CUST03694,188056,1
202407,234,SVC021,CUST01393,524662,2
202407,234,SVC018,CUST04858,1946640,4
202407,234,SVC008,CUST00866,310114,1
202407,234,SVC004,CUST04935,365393,1
202407,234,SVC001,CUST00885,283706,2
202407,233,SVC024,CUST01862,1467536,4
202407,233,SVC022,CUST01396,1174968,3
202407,233,SVC016,CUST00101,891298,2
202407,233,SVC005,CUST02402,1372036,4
202407,233,SVC002,CUST01563,148128,1
202407,233,SVC002,CUST01096,371326,2
202407,232,SVC023,CUST04283,460179,1
202407,232,SVC022,CUST01466,854372,4
202407,237,SVC005,CUST03638,239685,1
202407,237,SVC005,CUST00700,433603,1
202407,237,SVC004,CUST02178,923604,2
202407,237,SVC003,CUST02314,1402788,4
202407,236,SVC021,CUST00186,675534,2
202407,236,SVC019,CUST03989,1380762,3
202407,236,SVC008,CUST04006,1019316,3
202407,236,SVC005,CUST02680,266136,2
202407,236,SVC005,CUST00460,762764,2
202407,235,SVC025,CUST04064,827764,4
202407,235,SVC023,CUST02179,349178,2
202407,235,SVC009,CUST04928,363765,3
202407,235,SVC008,CUST01586,456084,2
202407,235,SVC008,CUST00222,295737,1
202407,235,SVC007,CUST00314,248674,1
202407,235,SVC004,CUST01286,295520,2
202407,239,SVC007,CUST00574,249117,1
202407,239,SVC007,CUST00067,624944,4
202407,239,SVC005,CUST03830,565515,3
202407,239,SVC003,CUST03972,211112,2
202407,239,SVC001,CUST01638,1096980,3
202407,238,SVC014,CUST00067,396356,2
202407,238,SVC013,CUST04241,4979265,3
202407,238,SVC011,CUST02368,559574,1
202407,238,SVC009,CUST03420,469294,2
202407,238,SVC008,CUST02307,549328,2
202407,238,SVC001,CUST00981,445579,1
202407,238,SVC001,CUST00495,1116162,3
202407,237,SVC023,CUST01951,742424,2
202407,237,SVC019,CUST02847,1243497,3
202407,237,SVC010,CUST02958,314675,1
202407,237,SVC008,CUST00090,266642,2
202407,242,SVC014,CUST03566,408438,1
202407,242,SVC011,CUST01781,3873770,2
202407,242,SVC011,CUST00782,1565336,1
202407,242,SVC007,CUST02914,939030,2
202407,242,SVC007,CUST00581,487630,2
202407,242,SVC005,CUST00254,306024,2
202407,241,SVC022,CUST01341,392991,1
202407,241,SVC020,CUST03162,372393,1
202407,241,SVC018,CUST04695,168370,1
202407,241,SVC017,CUST00437,399240,3
202407,241,SVC005,CUST02127,518946,2
202407,241,SVC003,CUST04515,985370,2
202407,241,SVC001,CUST04027,962464,2
202407,240,SVC021,CUST00583,493316,4
202407,240,SVC009,CUST02962,276418,2
202407,239,SVC024,CUST01607,341571,1
202407,244,SVC025,CUST01123,681350,2
202407,244,SVC023,CUST02112,797472,2
202407,244,SVC021,CUST04972,442064,1
202407,244,SVC021,CUST00654,1200078,3
202407,244,SVC017,CUST01742,889749,3
202407,244,SVC016,CUST02111,154276,1
202407,244,SVC010,CUST03011,568758,2
202407,243,SVC018,CUST00449,211469,1
202407,243,SVC016,CUST02370,262167,1
202407,243,SVC016,CUST01134,795618,2
202407,243,SVC015,CUST03337,957042,2
202407,243,SVC005,CUST01060,129611,1
202407,243,SVC005,CUST00294,294611,1
202407,243,SVC001,CUST01701,367194,1
202407,242,SVC025,CUST01696,826246,2
202407,242,SVC020,CUST02201,884508,2
202407,247,SVC003,CUST00387,1928684,4
202407,247,SVC002,CUST02871,679611,3
202407,247,SVC001,CUST00807,812626,2
202407,246,SVC021,CUST03604,376770,1
202407,246,SVC021,CUST01001,820026,3
202407,246,SVC013,CUST00602,645008,2
202407,246,SVC013,CUST00346,709037,1
202407,246,SVC010,CUST01001,673974,2
202407,245,SVC021,CUST02026,403984,1
202407,245,SVC017,CUST02718,200090,2
202407,245,SVC017,CUST02007,295892,1
202407,245,SVC016,CUST01392,589554,2
202407,245,SVC016,CUST00812,192505,1
202407,245,SVC012,CUST01971,1782771,1
202407,245,SVC010,CUST01207,956206,2
202407,245,SVC005,CUST02141,984658,2
202407,250,SVC004,CUST04920,287368,2
202407,249,SVC023,CUST01254,230044,2
202407,249,SVC015,CUST00625,1497213,3
202407,249,SVC015,CUST00085,1341312,3
202407,249,SVC012,CUST03716,443175,3
202407,249,SVC010,CUST01396,1179488,4
202407,249,SVC004,CUST00115,462280,1
202407,248,SVC025,CUST03166,237985,1
202407,248,SVC024,CUST03353,801507,3
202407,248,SVC019,CUST03945,354624,1
202407,247,SVC025,CUST00315,481509,1
202407,247,SVC021,CUST03200,202156,1
202407,247,SVC020,CUST02085,1120004,4
202407,247,SVC011,CUST00481,2145267,3
202407,247,SVC007,CUST03669,719182,2
202407,247,SVC004,CUST00403,635601,3
202407,251,SVC022,CUST01980,464909,1
202407,251,SVC022,CUST01696,723996,3
202407,251,SVC020,CUST00509,532594,2
202407,251,SVC017,CUST01135,769748,2
202407,251,SVC008,CUST03416,932082,3
202407,251,SVC003,CUST03173,205315,1
202407,251,SVC002,CUST00273,339383,1
202407,250,SVC025,CUST01764,911920,2
202407,250,SVC021,CUST02579,451728,3
202407,250,SVC017,CUST01026,931554,3
202407,250,SVC016,CUST04506,1369971,3
202407,250,SVC012,CUST00385,3257589,3
202407,250,SVC009,CUST04575,382606,1
202407,250,SVC006,CUST03971,377099,1
202407,250,SVC005,CUST04941,489928,2
202407,250,SVC005,CUST00009,656912,2
202407,254,SVC015,CUST03298,954598,2
202407,254,SVC013,CUST03733,2699826,2
202407,254,SVC010,CUST04050,469409,1
202407,254,SVC008,CUST02979,1618000,4
202407,254,SVC005,CUST00190,251605,1
202407,254,SVC004,CUST01927,693644,2
202407,253,SVC020,CUST02995,700588,2
202407,253,SVC016,CUST03719,441363,1
202407,253,SVC015,CUST03663,820884,3
202407,253,SVC001,CUST01736,1116832,4
202407,252,SVC021,CUST02875,299006,1
202407,252,SVC020,CUST03436,313483,1
202407,252,SVC014,CUST04067,838266,2
202407,252,SVC010,CUST02960,277563,1
202407,252,SVC007,CUST01175,193257,1
202407,252,SVC006,CUST03010,616383,3
202407,256,SVC018,CUST03485,103207,1
202407,256,SVC014,CUST03160,115428,1
202407,256,SVC009,CUST01132,985236,2
202407,255,SVC025,CUST03190,849022,2
202407,255,SVC022,CUST01050,304182,2
202407,255,SVC020,CUST03983,404263,1
202407,255,SVC020,CUST00855,396420,2
202407,255,SVC019,CUST02142,208336,2
202407,255,SVC016,CUST03081,920286,2
202407,255,SVC013,CUST01442,3621396,2
202407,255,SVC011,CUST02845,1360994,2
202407,255,SVC007,CUST03143,374936,2
202407,255,SVC006,CUST03294,898284,3
202407,255,SVC004,CUST01144,715410,2
202407,254,SVC024,CUST01808,436098,3
202407,254,SVC023,CUST02071,194165,1
202407,258,SVC017,CUST00735,437934,2
202407,258,SVC016,CUST03687,300624,2
202407,258,SVC004,CUST01925,1277940,3
202407,258,SVC001,CUST01089,732024,3
202407,257,SVC025,CUST01975,592160,2
202407,257,SVC023,CUST04317,573382,2
202407,257,SVC022,CUST03817,349254,1
202407,257,SVC022,CUST02926,364861,1
202407,257,SVC019,CUST04336,273822,1
202407,257,SVC018,CUST04546,523764,4
202407,257,SVC015,CUST04161,432747,1
202407,257,SVC012,CUST00403,606283,1
202407,257,SVC006,CUST03403,259975,1
202407,257,SVC001,CUST00814,130088,1
202407,256,SVC022,CUST01554,1048196,4
202407,256,SVC020,CUST01072,1405005,3
202407,260,SVC009,CUST04553,267924,1
202407,260,SVC003,CUST02816,1676104,4
202407,260,SVC003,CUST01065,826348,4
202407,259,SVC025,CUST04383,407967,3
202407,259,SVC018,CUST04317,407270,1
202407,259,SVC017,CUST03871,967188,3
202407,259,SVC016,CUST00741,447966,1
202407,259,SVC015,CUST02685,837236,4
202407,259,SVC013,CUST01487,3948843,3
202407,259,SVC012,CUST00975,3407136,2
202407,259,SVC006,CUST02423,1241742,3
202407,259,SVC005,CUST03355,197839,1
202407,258,SVC025,CUST02680,720358,2
202407,258,SVC019,CUST04672,263112,2
202407,258,SVC018,CUST01870,826666,2
202407,258,SVC018,CUST00921,352844,2
202407,263,SVC018,CUST01019,159554,1
202407,263,SVC016,CUST01114,434174,1
202407,263,SVC012,CUST03369,926412,3
202407,263,SVC001,CUST02976,208128,1
202407,262,SVC023,CUST03136,1730216,4
202407,262,SVC022,CUST02712,950198,2
202407,262,SVC015,CUST04477,713034,2
202407,262,SVC004,CUST00779,872196,2
202407,262,SVC002,CUST04060,408582,1
202407,261,SVC022,CUST03440,934227,3
202407,261,SVC013,CUST01981,4396857,3
202407,261,SVC006,CUST03842,480963,3
202407,261,SVC004,CUST00072,903315,3
202407,261,SVC001,CUST00779,339972,1
202407,260,SVC025,CUST04844,952116,2
202407,260,SVC015,CUST02610,678114,3
202407,266,SVC013,CUST03728,1976951,1
202407,266,SVC013,CUST01862,729307,1
202407,266,SVC005,CUST02152,282512,2
202407,266,SVC005,CUST01129,526290,2
202407,266,SVC002,CUST04443,463341,1
202407,265,SVC024,CUST04953,904906,2
202407,265,SVC014,CUST03425,1063083,3
202407,265,SVC014,CUST01420,754602,2
202407,265,SVC005,CUST01127,1966668,4
202407,264,SVC022,CUST02606,678060,2
202407,264,SVC021,CUST00943,548304,2
202407,264,SVC020,CUST00891,560034,2
202407,264,SVC018,CUST00296,832674,2
202407,264,SVC016,CUST01291,828432,3
202407,264,SVC006,CUST02935,240894,2
202407,264,SVC001,CUST03598,526288,2
202407,268,SVC021,CUST00867,1201629,3
202407,268,SVC021,CUST00419,371194,1
202407,268,SVC017,CUST03958,1473399,3
202407,268,SVC012,CUST00058,2705250,2
202407,268,SVC007,CUST02224,972992,2
202407,268,SVC001,CUST02721,441808,1
202407,267,SVC023,CUST01572,454214,2
202407,267,SVC021,CUST01525,968870,2
202407,267,SVC017,CUST00328,984234,2
202407,267,SVC013,CUST03240,1195240,4
202407,267,SVC005,CUST03122,642532,4
202407,267,SVC004,CUST04151,466942,2
202407,266,SVC025,CUST04087,570740,2
202407,266,SVC020,CUST01263,527556,3
202407,266,SVC014,CUST03081,1834356,4
202407,266,SVC014,CUST00901,925208,2
202407,271,SVC003,CUST01321,1443760,4
